type,file_name,title,url,video_id,chapter,content
document,288467559-Entrenamiento-para-perros,,,, Part 722/1871,"562 Capítulo 7.  Veterinaria CAPÍTULO 7 TEMA 5. EL APARATO LOCOMOTOR Exterior Se denomina exterior al estudio y denominación de las partes visibles del cuerpo en un animal. Nos permite poder fijar las características de una raza (estándar), la descripción de una lesión al veterinario, su localización, la correcta toma de medidas, etc. Es necesario conocer la adecuada denominación de las partes externas de un perro y esto se realiza a través de: –– Morfología externa. –– Faneróptica. –– Zoometría. –– Cronometría. Morfología Es el estudio de las distintas regiones externas del animal. Tiene una base anatómica y evidencia su conformación, sus defectos y sus taras más habituales. Nos permite comparar dos ejemplares. Atendiendo a la forma que tienen los perros se pueden clasificar en tres tipos: –– Longilíneos, como los lebreles (en dimensión son más largos que anchos). –– Mesolíneos, como los perros pastores (no hay un predominio del largo sobre el ancho). –– Brevilíneos, como muchas razas de hocico chato tipo bulldog (son más anchos que largos). Se puede dividir al perro, de forma general, en distintas regiones anatómicas y, posteriormente, cada una de ellas se divide, a su vez, en regiones más específicas. Esquema de las regiones anatómicas 563 Empleo del perro en defensa y seguridad: técnicas de adiestramiento e instrucción del guía canino Dentro de la morfología hay que tener en cuenta dos apéndices que pueden ser muy diferentes en las distintas razas. Las «orejas», que marcan claramente la fisonomía del animal y que se describen en el estándar de la raza. Van a variar en el tamaño, implantación y forma. Pueden ser erguidas (pastor alemán), semierguidas (shetland)), colgantes (cocker), semicolgantes (fox terrier), grandes, pequeñas, implantadas por encima o por debajo del nivel del ojo, triangulares (en diversos ángulos), etc."
document,288467559-Entrenamiento-para-perros,,,, Part 723/1871,"No se debe tener en cuenta como característica de la raza las orejas cortadas. Orejas erguidas Orejas colgantes La «cola», también está perfectamente descrita en las características de la raza, y esta puede variar conforme la forma, la implantación, el grosor, longitud... Pueden ser colgantes, enrolladas, en sable, recogidas sobre la grupa, punta recogida, verticales, en forma de sacacorchos, e incluso hay razas que no tienen. Tampoco hay que tener en cuenta las colas cortadas. Faneróptica Estudia el color, distribución de color, accidentes, y particularidades de la capa (pelaje del animal) y el tipo de pelo. Existen razas desnudas. Está estandarizado en todas aquellas razas inscritas en la Federación Canina Internacional (FCI). El pelaje puede cambiar con la edad, alimentación, climatología o situaciones de enfermedad. Las capas pueden ser: –– Uniformes: presentan el mismo tono de color en toda la capa y pueden ser monocolor (el pelo es de un solo color), bicolor o tricolor (los pelos son de un solo color en toda su extensión, pero se entremezclan en la capa pelos de distintos colores). –– Compuestas: el pelo tiene color diferente en su punta, en su raíz o en su tercio medio, por lo tanto, los pelos de forma individual pueden ser monocolor, bicolor o tricolor. –– Manchadas: sobre una capa de color uniforme se depositan manchas de colores igualmente uniformes. Todo esto da una gran variedad de capas entre las distintas razas caninas. Zoometría Trata de las medidas de aquellas partes o regiones que guardan interés dentro del estándar del animal. 564 Capítulo 7.  Veterinaria Medidas corporales Cronometría Parte que se ocupa de estudiar la determinación de la edad animal, basado fundamentalmente en el desarrollo y evolución de las piezas dentarias. Aplomos Los aplomos de un animal son los ángulos que forman las distintas articulaciones de las extremidades en la estación."
document,288467559-Entrenamiento-para-perros,,,, Part 724/1871,"Cada raza presenta una angulación específica que viene marcada por el estándar. Pero independientemente de la oficialidad del estándar, los aplomos indican que un perro está bien angulado y, por lo tanto, sus movimientos serán los correctos, la distribución del peso y centro de gravedad será el adecuado. Esto quiere decir que una mala angulación determinará una silueta incorrecta, con una línea lumbar anómala (hundida o encorvada) y problemas en el aparato locomotor que más tarde o más temprano se traduce en trastornos de la locomoción con cojeras de importancia. Siempre se deben observar o medir en un terreno plano sin ningún tipo de inclinación, para que los ángulos no varíen. Fijar aplomos generales es completamente imposible, y decir que deterEsquema de las angulaciones 565 Empleo del perro en defensa y seguridad: técnicas de adiestramiento e instrucción del guía canino minadas variantes en los aplomos son defectos sería cometer un error, ya que las diferentes conformaciones que tienen las distintas razas son defectos en unas y virtudes en otras. Se hará referencia de una forma general tomando como base el pastor alemán. Para fijar el aplomo correcto hay que ver al animal por delante, por detrás y por los flancos. Aplomos delantero –– Estevado o cerrado: las manos están remetidas hacia el interior de la línea de aplomo. –– Izquierdo o abierto: cuando las manos están abiertas hacia el exterior de la línea de aplomo. –– Remetido: cuando la extremidad está por detrás de la línea de aplomo. –– Caído: de carpos débiles por detrás de la línea de aplomo. –– Recto: sin angulaciones en las articulaciones de la extremidad. Aplomos posteriores –– Cerrado: cuando los corvejones tienden a estar juntos. –– Abierto: cuando los corvejones están demasiado separados. –– Remetido: la extremidad está por delante de la línea de aplomo. –– Plantado: la extremidad está por detrás de la línea de aplomo."
document,288467559-Entrenamiento-para-perros,,,, Part 725/1871,"–– Caído: de corvejones débiles por detrás o en el límite de la línea de aplomo. Los pies también pueden tener una forma diferente dependiendo de las distintas razas, así podemos hablar de pies redondeados, alargados, pie de liebre, pie de gato, dedos abiertos… El aparato locomotor También denominado sistema musculoesquelético. Integra aproximadamente un 40% de la masa corporal, por lo que participa en la forma del cuerpo, es decir, en el aspecto externo del animal. Es el responsable del movimiento permitiendo que el animal desplace una de sus partes o la totalidad de su organismo. 566 Capítulo 7.  Veterinaria Se compone fundamentalmente de: –– Huesos. –– Músculos. –– Articulaciones. –– Ligamentos. –– Tendones. –– Vasos y nervios (del sistema vascular y nervioso respectivamente). En el plano más interno están los huesos y su conjunto constituye el esqueleto. Es el armazón, el «chasis» del perro sobre el que se asientan, el resto de las estructuras del organismo. Actúa también como elemento de protección de órganos vitales. El número de huesos varía entre 264 a 275. Básicamente el esqueleto está compuesto por: –– El cráneo.–Formado por numerosos huesos que constituyen la cabeza, dan forma a la cara y cuya función principal es la de proteger el encéfalo. –– La columna vertebral.–Eje que sirve de unión al resto de las estructuras óseas. Está compuesta por las vértebras que, dependiendo de la zona, se denominan cervicales (C), torácicas (T), lumbares (L), sacras (S) y coccígeas (Co), siendo su distribución la siguiente C7-T13-L7-S3-Co¿20? (dependiendo de la raza). –– La caja torácica.–Formada por parte de las vértebras torácicas, las costillas y el esternón. Sirve de protección al corazón, pulmones y parcialmente al aparato digestivo. –– La extremidad anterior o miembro torácico.–Se une al eje o columna vertebral y tronco mediante músculos."
document,288467559-Entrenamiento-para-perros,,,, Part 726/1871,"Actúan como soporte y sobre ellos recae el 60% del peso corporal, son los que marcan la dirección del movimiento, y por detrás de la escápula encontramos el centro de gravedad (importante para lesiones del sistema músculo-esquelético). Lo componen los huesos escápula, húmero, cúbito, radio, carpo, metacarpianos y falanges. El perro es digitígrado y está dotado de cinco dedos. –– La extremidad posterior o miembro pelviano.–Se une a la columna vertebral por las vértebras sacras y los huesos que forman la cadera. Son miembros fuertes y potentes encargados de la propulsión del cuerpo en movimiento y sobre ellos recae el 40% del peso corporal. Lo componen los huesos ilion, isquion, pubis, fémur, tibia, peroné, tarso, metatarsianos y falanges. Esta extremidad solo presenta cuatro dedos. En el interior de los huesos largos se encuentra la médula ósea, que tiene como misión la producción de hematíes o glóbulos rojos. El esqueleto está recubierto de músculos que se unen al hueso, bien directamente, o mediante los tendones. Los primeros tienen la capacidad de contraerse y relajarse por lo cual demandan gran cantidad de oxígeno y permiten el movimiento del cuerpo. Los huesos se unen entre sí mediante las articulaciones, que son conexiones funcionales entre huesos; esta zona de contacto entre huesos está cubierta de cartílago (superficie articular), que es liso, facilita el movimiento de la articulación y evita el desgaste. Las articulaciones se mantienen estables por la presencia de las inserciones tendinosas y por los ligamentos, que constituyen el sistema de unión propio. Para que las articulaciones funcionen correctamente están rodeadas de la cápsula articular, que produce el líquido sinovial fundamental para mantener las articulaciones perfectamente lubricadas e impedir un desgaste anómalo."
document,288467559-Entrenamiento-para-perros,,,, Part 727/1871,"Todo este conjunto no sería válido sin vasos sanguíneos que proporcionen los nutrientes adecuados y un sistema nervioso que reciba los estímulos y dé las órdenes adecuadas para poner en marcha el sistema músculo-esquelético. Displasia de cadera La palabra displasia hace referencia a la dificultad de formarse correctamente. Es una enfermedad hereditaria, no congénita, sino del desarrollo, que se caracteriza por la alteración que sufre la articulación coxo-femoral o de la cadera, bien al completo o bien en algunos de sus componentes. En líneas generales, podemos decir que en los primeros estadios la lesión hace que de forma progresiva la cadera se subluxe y posteriormente sufra cambios degenerativos. 567 Empleo del perro en defensa y seguridad: técnicas de adiestramiento e instrucción del guía canino El origen es de explicación compleja, ya que se le atribuye una etiología influenciada por muchos factores: velocidad de crecimiento rápido, alimentación inadecuada, obesidad, actividad física excesiva del cachorro, malas angulaciones de la cadera, ligamentos débiles, escasa musculatura posterior, alteración del músculo pectíneo, hipovitaminosis o excesos hormonales entre otros. Algunos autores hacen referencia a que el 60% de los factores que desencadenan la displasia son genéticos y un 40% ambientales. Los cambios óseos ocurren porque la masa muscular de que se dispone carece de la fuerza necesaria para mantener la congruencia entre las superficies articulares de la cabeza femoral y el acetábulo. Los cambios en el hueso simplemente reflejan los cambios que ocurren en el cartílago, tejido conectivo de sostén y músculo. Estos cambios varían desde diminutos cambios en la estructura ósea hasta la destrucción de la artiArticulación de la cadera culación de la cadera."
document,288467559-Entrenamiento-para-perros,,,, Part 728/1871,"La sintomatología es muy variada y va a depender del grado de afectación de la cadera en relación con el animal; cojeras frecuentes, atrofia del tercio posterior simétrica o asimétrica, hipertrofia compensatoria del tercio anterior, variación del centro de gravedad, desplazamiento con paso de conejo, dificultad en subir escaleras, debilidad posterior. Rehúsan el ejercicio, prefieren estar sentados y no en estación. La displasia de cadera se clasifica según los criterios de la FCI, en A, B, C, D y E, siendo el A los animales perfectos, B los normales, C los que tienen displasia leve, D displasia moderada y E displasia grave. En la FAS solo se admiten los tipos A y B. Cadera tipo A 568 Cadera tipo E Capítulo 7.  Veterinaria Los tratamientos son variados –médicos o quirúrgicos– y se aplicarán dependiendo de diversos factores como son la edad, tamaño, peso y tipo de lesión. No permiten recuperar al perro al 100% en ninguno de los casos, pero todos ellos están encaminados en la eliminación del dolor y mejora de la vida del animal, por lo que entra esta patología dentro de las exclusiones de compra de perros en las FAS. Displasia de codo Proceso de origen genético que afecta fundamentalmente a las razas de tamaño mediano y grande, de aparición generalmente entre los 4 y 6 meses de edad. Entre los factores que pueden influir están el rápido crecimiento, alimentación no adecuada y desequilibrada y exceso de ejercicio. Son varios los procesos que se encuadran dentro de la denominación de displasia de codo, aunque no se puede asegurar que la causa sea la misma: –– No unión del proceso ancóneo; hay una falta de unión del segundo centro de osificación del cúbito que se denomina proceso ancóneo y que forma parte del olécranon (diáfisis del cúbito). –– No unión del proceso coronoides; la no unión ocurre en la apófisis coronoides medial del cúbito."
document,288467559-Entrenamiento-para-perros,,,, Part 729/1871,"–– Osteocondritis disecante; se produce por una alteración del cartílago articular, generalmente del cóndilo medial del húmero, que finaliza en la formación de un colgajo o flap que puede terminar por separarse y flotar libre dentro de la cavidad articular. –– Incongruencia articular; hay una pérdida de la alineación adecuada de la articulaNo unión del proceso anconéo ción del codo. La sintomatología en línea general cursa con dolor, cojera, distensión articular, disminución del rango de movilidad y atrofia muscular entre otros hallazgos clínicos. Forma física y entrenamiento del perro de trabajo Podemos encuadrar perfectamente al perro de trabajo dentro de los perros de deporte, y, para poder alcanzar un mejor rendimiento en cada una de las especialidades a las que se dedica, es conveniente mantenerlos en una buena forma física que le ayudará a mejorar el rendimiento en el trabajo y a prevenir las lesiones del sistema músculo-esquelético o, por lo menos, a disminuir su gravedad. Para alcanzar un buen estado de forma física es necesario conocer los siguientes parámetros: 1.	 Resistencia cardiovascular; necesaria para aumentar las capacidades de los sistemas cardiovascular y respiratorio y así poder transportar el oxígeno necesario a los músculos durante el trabajo de estos. 2.	 Movilidad y flexibilidad; es necesaria para que una articulación realice el arco de movilidad completo, es decir, se consiga una máxima extensión y flexión de la articulación de forma fisiológica. 3.	 Resistencia muscular; cuando el músculo es sometido a un trabajo sostenido y este es capaz de mantenerlo. 4.	 Fuerza muscular; la capacidad que tiene un músculo ante el esfuerzo físico."
document,288467559-Entrenamiento-para-perros,,,, Part 730/1871,"569 Empleo del perro en defensa y seguridad: técnicas de adiestramiento e instrucción del guía canino Para comenzar un entrenamiento hay que saber perfectamente qué es lo que queremos conseguir, velocidad, fuerza, resistencia, y para ello hay que tener en cuenta qué músculos se quieren trabajar, qué tipos de fibras los constituyen y el tipo de energía que consumen dependiendo del esfuerzo. Por lo tanto, la instauración de un plan de entrenamiento debe estar siempre bajo la supervisión de un especialista en la materia. Fibras musculares y energía De una forma sencilla y sin profundizar en la fisiología y metabolismo del trabajo muscular podemos resumir de la siguiente forma los distintos tipos de fibras musculares: –– Fibras de contracción lenta (tipo I).–Más resistentes a la fatiga. Son las que se emplean en especialidades de resistencia y necesitan el aporte de oxígeno (metabolismo aeróbico) para que se genere la energía necesaria. Se emplean en ejercicios que requieren una duración mínima de 3-5 minutos. Es el ejercicio que requiere un perro de detección (drogas, explosivos, rescate o bien un perro de caza). –– Fibras de contracción rápida (tipo IIb).–Se emplean en ejercicios cuyo trabajo suele tener una duración máxima de 3-5 minutos, la energía se obtiene en ausencia de oxígeno (metabolismo anaeróbico), ya que el tiempo de trabajo es muy corto, es el ejercicio que realiza un perro de defensa en los ataques (RCI, RING…), a semejanza de un sprint en un galgo de carreras. –– Fibras intermedias (tipo IIa).–Que emplean la energía mediante metabolismo aeróbico y anaeróbico, estas pueden ser modificadas con el ejercicio hacia fibras lentas o rápidas. La relación entre ambos tipos de fibras viene establecido genéticamente, pero con los diferentes entrenamientos podemos llegar a cambiar la proporción."
document,288467559-Entrenamiento-para-perros,,,, Part 731/1871,"Las fibras de contracción lenta predominan en los músculos profundos y las de contracción rápida en la musculatura superficial. Principios generales de entrenamiento El entrenamiento siempre debe ir encaminado a conseguir los objetivos que se han planteado de inicio, pero sin olvidarnos que durante los mismos hay que preservar el equilibrio psíquico del perro, y para ello debemos favorecer el juego y la motivación consiguiendo que el perro quiera obtener resultados y se divierta, variando el escenario y tipo de ejercicio. Para comenzar el diseño de un plan de entrenamiento, es necesario conocer la fuente de energía que se va a utilizar en la actividad, y se deben tener nociones acerca del síndrome general de adaptación (SGA), del «principio de sobrecarga» (la siguiente carga tiene que ser mayor que la anterior) y cómo se establece un entrenamiento deportivo. En lo que se refiere al SGA hay que tener muy claro que cuando se realiza un ejercicio físico el organismo recupera o restablece el equilibrio preparándose para un estímulo superior al anterior, por ello, debe existir un aumento gradual de cargas de entrenamiento para que exista mejora, y debe existir un Entrenamiento del cachorro 570 Capítulo 7.  Veterinaria tiempo adecuado de recuperación entre carga y carga, ya que si no sometemos al animal a este esfuerzo, no se produce la mejora e incluso puede retroceder por debajo de los niveles iniciales. Para desarrollar el plan de entrenamiento hay que tener en cuenta que influyen unos factores generales, como son: –– Raza, tamaño, edad. –– Maduración física y mental. –– Alimentación. –– Actividad. –– Capacidad de respuesta. Los planes de entrenamiento constan de un plan de preparación física general, y luego aplicar el plan de preparación específica para la actividad en concreto y para un perro determinado. Por ello, y como se ha dicho anteriormente, estos planes deben ser diseñados por especialistas en la materia."
